id,label,category,language,from_address,display_name,subject,body,indicators,has_auth_results,spf_result,dkim_result,dmarc_result,origin_ip,domain,domain_age_days
EML-0178,1,bec,english,procurement@partner-invoice.net,Procurement,Gift cards for client meeting,Please purchase several gift cards for an upcoming client meeting and send the codes to me after purchase.,bank-detail change; gift-card request,True,neutral,fail,none,198.51.100.175,partner-invoice.net,180
EML-0216,0,legitimate,english,noreply@service.example,Service Notifications,Monthly HR newsletter,"The monthly HR newsletter is available. It includes upcoming holidays, benefits reminders, and links to the internal employee portal.",known organizational sender; standard policy reminder,False,pass,pass,pass,198.51.100.66,service.example,1200
EML-0291,0,legitimate,english,hr@acme.example,ACME HR,Password policy update,The organization's password policy has been updated. Please review the policy on the internal IT portal and contact the help desk with questions.,expected meeting/HR communication,False,pass,pass,pass,198.51.100.63,acme.example,700
EML-0297,0,legitimate,english,billing@vendor.example,Vendor Billing,Monthly HR newsletter,"The monthly HR newsletter is available. It includes upcoming holidays, benefits reminders, and links to the internal employee portal.",expected meeting/HR communication; no urgent financial action; routine notification,True,neutral,pass,pass,198.51.100.126,vendor.example,700
EML-0148,1,bec,hinglish,ceo.office@company-mailbox.com,Executive Office,Confidential request,Main meeting me hoon. Is request ko priority dein aur payment confirmation bhej dein. Verification ke liye known phone number use karein.,payment request; urgency language; executive impersonation,True,pass,fail,none,198.51.100.204,company-mailbox.com,180
EML-0079,1,phishing,english,alerts@micr0soft-login.com,Microsoft Account Team,Your mailbox will be suspended,Your mailbox has exceeded the current security threshold. Confirm your sign-in details to prevent interruption of service.,unexpected payment/account action; authentication anomaly; urgency language; account verification request,True,fail,fail,fail,198.51.100.172,micr0soft-login.com,8
EML-0043,1,phishing,english,verify@office365-check.com,Microsoft 365,Your mailbox will be suspended,Your mailbox has exceeded the current security threshold. Confirm your sign-in details to prevent interruption of service.,urgency language; lookalike domain; suspicious sender identity; authentication anomaly,True,neutral,none,none,198.51.100.83,office365-check.com,90
EML-0001,1,phishing,english,security@amaz0n-help.com,Amazon Security,Urgent: Verify your account,We detected unusual activity on your account. Please review your security details using the account verification page. Your access may be limited if verification is not completed today.,account verification request; authentication anomaly; suspicious sender identity,False,pass,none,none,198.51.100.229,amaz0n-help.com,180
EML-0146,1,bec,hinglish,procurement@partner-invoice.net,Procurement,Payment jaldi process karein,Ye invoice urgent hai. Payment release karne se pehle approved vendor record aur bank details independently verify karein.,executive impersonation; urgency language,True,neutral,none,fail,198.51.100.203,partner-invoice.net,21
EML-0068,1,phishing,english,admin@uni-portal-verification.com,University Portal,Refund notification,Your refund is ready for processing. Confirm the requested account information so the refund can be completed.,lookalike domain; urgency language; account verification request; unexpected payment/account action,True,fail,pass,fail,198.51.100.4,uni-portal-verification.com,365
EML-0003,1,phishing,english,verify@office365-check.com,Microsoft 365,Refund notification,Your refund is ready for processing. Confirm the requested account information so the refund can be completed.,unexpected payment/account action; suspicious sender identity,True,pass,pass,none,198.51.100.109,office365-check.com,45
EML-0029,1,phishing,english,support@paypa1-security.com,PayPal Security,Your mailbox will be suspended,Your mailbox has exceeded the current security threshold. Confirm your sign-in details to prevent interruption of service.,unexpected payment/account action; suspicious sender identity,False,pass,pass,none,198.51.100.55,paypa1-security.com,180
EML-0078,1,phishing,english,alerts@micr0soft-login.com,Microsoft Account Team,Urgent: Verify your account,We detected unusual activity on your account. Please review your security details using the account verification page. Your access may be limited if verification is not completed today.,suspicious sender identity; authentication anomaly; urgency language; lookalike domain,True,neutral,pass,pass,198.51.100.121,micr0soft-login.com,180
EML-0030,1,phishing,english,support@paypa1-security.com,PayPal Security,Your mailbox will be suspended,Your mailbox has exceeded the current security threshold. Confirm your sign-in details to prevent interruption of service.,lookalike domain; authentication anomaly,True,fail,none,none,198.51.100.78,paypa1-security.com,180
EML-0264,0,legitimate,english,noreply@service.example,Service Notifications,Library due date reminder,This is a reminder that the items on your library account are due next week. You can renew eligible items through the normal library portal.,expected meeting/HR communication,True,neutral,pass,pass,198.51.100.27,service.example,1200
EML-0012,1,phishing,hinglish,admin@uni-portal-verification.com,University Portal,Document review,Ek document aapke review ke liye available hai. Company ke normal document portal se login karke document open karein.,suspicious sender identity; lookalike domain; urgency language,False,neutral,pass,none,198.51.100.227,uni-portal-verification.com,180
EML-0174,1,bec,hinglish,ceo.office@company-mailbox.com,Executive Office,Payment jaldi process karein,Ye invoice urgent hai. Payment release karne se pehle approved vendor record aur bank details independently verify karein.,bank-detail change; gift-card request; out-of-band verification needed,True,pass,fail,none,198.51.100.185,company-mailbox.com,45
EML-0193,0,legitimate,english,noreply@service.example,Service Notifications,Monthly HR newsletter,"The monthly HR newsletter is available. It includes upcoming holidays, benefits reminders, and links to the internal employee portal.",standard policy reminder,False,neutral,pass,pass,198.51.100.107,service.example,1200
EML-0139,1,bec,english,ceo.office@company-mailbox.com,Executive Office,Bank details changed,Our banking details have changed for this invoice. Please update the beneficiary information before releasing the payment.,out-of-band verification needed; bank-detail change; urgency language; executive impersonation,True,fail,pass,pass,198.51.100.88,company-mailbox.com,1200
EML-0294,0,legitimate,hinglish,billing@vendor.example,Vendor Billing,Salary update notice,Salary processing schedule ke baare me HR ka monthly update available hai. Details internal HR portal par check karein.,known organizational sender,True,pass,pass,pass,198.51.100.142,vendor.example,5000
EML-0127,1,bec,english,director.accounts@business-support.org,Director Accounts,Bank details changed,Our banking details have changed for this invoice. Please update the beneficiary information before releasing the payment.,out-of-band verification needed; bank-detail change; urgency language; executive impersonation,True,pass,fail,pass,198.51.100.206,business-support.org,180
EML-0258,0,legitimate,english,library@university.example,University Library,Password policy update,The organization's password policy has been updated. Please review the policy on the internal IT portal and contact the help desk with questions.,standard policy reminder; routine notification; normal internal workflow,True,pass,pass,pass,198.51.100.30,university.example,1200
EML-0037,1,phishing,english,accounts@bank-secure-alerts.com,Bank Security,Action required: payment information,A recent payment needs confirmation. Review the transaction and confirm your account details as soon as possible.,authentication anomaly; urgency language,True,pass,fail,pass,198.51.100.52,bank-secure-alerts.com,1200
EML-0170,1,bec,hinglish,ceo.office@company-mailbox.com,Executive Office,Payment jaldi process karein,Ye invoice urgent hai. Payment release karne se pehle approved vendor record aur bank details independently verify karein.,out-of-band verification needed; gift-card request,True,neutral,pass,none,198.51.100.107,company-mailbox.com,180
EML-0157,1,bec,hinglish,procurement@partner-invoice.net,Procurement,Confidential request,Main meeting me hoon. Is request ko priority dein aur payment confirmation bhej dein. Verification ke liye known phone number use karein.,bank-detail change; gift-card request; out-of-band verification needed,True,neutral,fail,fail,198.51.100.115,partner-invoice.net,8
EML-0152,1,bec,english,procurement@partner-invoice.net,Procurement,Urgent confidential request,I am in a meeting and need this handled immediately. Please arrange the requested payment and send the confirmation once completed.,executive impersonation; urgency language,False,fail,none,pass,198.51.100.213,partner-invoice.net,1200
EML-0160,1,bec,english,ceo.office@company-mailbox.com,Executive Office,Invoice approval needed today,Please prioritize this invoice and confirm once the payment has been scheduled. I will be unavailable for most of the day.,payment request; bank-detail change; urgency language; out-of-band verification needed,True,pass,none,pass,198.51.100.136,company-mailbox.com,45
EML-0061,1,phishing,hinglish,support@paypa1-security.com,PayPal Security,Mailbox warning,Aapka mailbox storage limit ke paas hai. Official IT portal par storage status check karein. Kisi unknown link par login details enter na karein.,unexpected payment/account action; urgency language; authentication anomaly,True,neutral,fail,none,198.51.100.40,paypa1-security.com,90
EML-0046,1,phishing,english,verify@office365-check.com,Microsoft 365,Document shared with you,A protected document is waiting for review. Sign in to view the document and confirm your identity.,suspicious sender identity; account verification request; unexpected payment/account action; authentication anomaly,True,pass,pass,none,198.51.100.177,office365-check.com,8
EML-0205,0,legitimate,english,library@university.example,University Library,Password policy update,The organization's password policy has been updated. Please review the policy on the internal IT portal and contact the help desk with questions.,routine notification; known organizational sender; no urgent financial action,True,neutral,pass,none,198.51.100.19,university.example,700
EML-0254,0,legitimate,english,it@acme.example,ACME IT,Invoice received,We have received your invoice and it has been added to our normal payment workflow. Our accounts team will contact you if additional information is required.,expected meeting/HR communication,False,pass,pass,pass,198.51.100.189,acme.example,1200
EML-0164,1,bec,english,finance.director@vendor-payments.com,Finance Director,Bank details changed,Our banking details have changed for this invoice. Please update the beneficiary information before releasing the payment.,payment request; out-of-band verification needed,True,fail,pass,fail,198.51.100.142,vendor-payments.com,180
EML-0194,0,legitimate,english,billing@vendor.example,Vendor Billing,Monthly HR newsletter,"The monthly HR newsletter is available. It includes upcoming holidays, benefits reminders, and links to the internal employee portal.",normal internal workflow; no urgent financial action,True,pass,pass,none,198.51.100.155,vendor.example,700
EML-0155,1,bec,english,procurement@partner-invoice.net,Procurement,Gift cards for client meeting,Please purchase several gift cards for an upcoming client meeting and send the codes to me after purchase.,urgency language; bank-detail change,True,neutral,fail,fail,198.51.100.87,partner-invoice.net,21
EML-0137,1,bec,english,procurement@partner-invoice.net,Procurement,Invoice approval needed today,Please prioritize this invoice and confirm once the payment has been scheduled. I will be unavailable for most of the day.,out-of-band verification needed; gift-card request; payment request,True,pass,none,none,198.51.100.37,partner-invoice.net,45
EML-0069,1,phishing,english,support@paypa1-security.com,PayPal Security,Your mailbox will be suspended,Your mailbox has exceeded the current security threshold. Confirm your sign-in details to prevent interruption of service.,suspicious sender identity; lookalike domain,False,pass,none,fail,198.51.100.27,paypa1-security.com,1200
EML-0279,0,legitimate,english,it@acme.example,ACME IT,Scheduled maintenance notice,The IT team will perform scheduled maintenance this weekend. Some internal services may be unavailable during the maintenance window.,standard policy reminder; known organizational sender,True,pass,pass,pass,198.51.100.193,acme.example,700
EML-0177,1,bec,hinglish,director.accounts@business-support.org,Director Accounts,Payment jaldi process karein,Ye invoice urgent hai. Payment release karne se pehle approved vendor record aur bank details independently verify karein.,urgency language; out-of-band verification needed,True,fail,pass,fail,198.51.100.14,business-support.org,180
EML-0266,0,legitimate,english,billing@vendor.example,Vendor Billing,Meeting agenda,"Please find the agenda for tomorrow's team meeting. We will review project progress, open actions, and next week's priorities.",standard policy reminder,True,pass,pass,pass,198.51.100.146,vendor.example,2500
EML-0041,1,phishing,hinglish,accounts@bank-secure-alerts.com,Bank Security,Urgent payment request,Ye payment request urgent hai. Kripya invoice details ko approved vendor record se verify karke hi payment process karein.,urgency language; lookalike domain; suspicious sender identity,False,pass,none,fail,198.51.100.130,bank-secure-alerts.com,45
EML-0060,1,phishing,hinglish,support@paypa1-security.com,PayPal Security,Urgent payment request,Ye payment request urgent hai. Kripya invoice details ko approved vendor record se verify karke hi payment process karein.,lookalike domain; suspicious sender identity; urgency language; authentication anomaly,True,fail,none,fail,198.51.100.170,paypa1-security.com,45
EML-0257,0,legitimate,english,library@university.example,University Library,Password policy update,The organization's password policy has been updated. Please review the policy on the internal IT portal and contact the help desk with questions.,known organizational sender; standard policy reminder; expected meeting/HR communication,False,pass,pass,pass,198.51.100.217,university.example,5000
EML-0172,1,bec,hinglish,director.accounts@business-support.org,Director Accounts,Confidential request,Main meeting me hoon. Is request ko priority dein aur payment confirmation bhej dein. Verification ke liye known phone number use karein.,payment request; urgency language; out-of-band verification needed,True,neutral,fail,none,198.51.100.253,business-support.org,1200
EML-0280,0,legitimate,english,library@university.example,University Library,Invoice received,We have received your invoice and it has been added to our normal payment workflow. Our accounts team will contact you if additional information is required.,no urgent financial action; normal internal workflow,True,pass,none,pass,198.51.100.64,university.example,2500
EML-0121,1,bec,english,director.accounts@business-support.org,Director Accounts,Bank details changed,Our banking details have changed for this invoice. Please update the beneficiary information before releasing the payment.,payment request; executive impersonation,True,neutral,none,pass,198.51.100.97,business-support.org,90
EML-0015,1,phishing,english,support@paypa1-security.com,PayPal Security,Document shared with you,A protected document is waiting for review. Sign in to view the document and confirm your identity.,lookalike domain; authentication anomaly,True,pass,pass,none,198.51.100.243,paypa1-security.com,8
EML-0285,0,legitimate,english,hr@acme.example,ACME HR,Library due date reminder,This is a reminder that the items on your library account are due next week. You can renew eligible items through the normal library portal.,normal internal workflow; expected meeting/HR communication; no urgent financial action,True,neutral,none,none,198.51.100.175,acme.example,700
EML-0234,0,legitimate,hinglish,it@acme.example,ACME IT,Meeting reminder,Kal ki meeting ka agenda internal calendar me available hai. Agar koi update ho to meeting se pehle add kar dein.,no urgent financial action,False,neutral,none,pass,198.51.100.249,acme.example,2500
EML-0247,0,legitimate,english,billing@vendor.example,Vendor Billing,Monthly HR newsletter,"The monthly HR newsletter is available. It includes upcoming holidays, benefits reminders, and links to the internal employee portal.",known organizational sender; standard policy reminder; expected meeting/HR communication,False,neutral,none,pass,198.51.100.140,vendor.example,700
EML-0153,1,bec,english,finance.director@vendor-payments.com,Finance Director,Invoice approval needed today,Please prioritize this invoice and confirm once the payment has been scheduled. I will be unavailable for most of the day.,executive impersonation; bank-detail change,True,fail,pass,pass,198.51.100.203,vendor-payments.com,21
EML-0082,1,phishing,english,security@amaz0n-help.com,Amazon Security,Document shared with you,A protected document is waiting for review. Sign in to view the document and confirm your identity.,urgency language; account verification request; lookalike domain,False,pass,fail,fail,198.51.100.226,amaz0n-help.com,365
EML-0007,1,phishing,english,alerts@micr0soft-login.com,Microsoft Account Team,Your mailbox will be suspended,Your mailbox has exceeded the current security threshold. Confirm your sign-in details to prevent interruption of service.,lookalike domain; account verification request; authentication anomaly,False,neutral,none,pass,198.51.100.156,micr0soft-login.com,365
EML-0271,0,legitimate,english,library@university.example,University Library,Invoice received,We have received your invoice and it has been added to our normal payment workflow. Our accounts team will contact you if additional information is required.,standard policy reminder,True,pass,pass,pass,198.51.100.127,university.example,2500
EML-0296,0,legitimate,english,it@acme.example,ACME IT,Meeting agenda,"Please find the agenda for tomorrow's team meeting. We will review project progress, open actions, and next week's priorities.",routine notification,True,pass,pass,none,198.51.100.89,acme.example,700
EML-0100,1,phishing,english,alerts@micr0soft-login.com,Microsoft Account Team,Document shared with you,A protected document is waiting for review. Sign in to view the document and confirm your identity.,account verification request; suspicious sender identity,True,neutral,none,fail,198.51.100.213,micr0soft-login.com,21
EML-0083,1,phishing,english,security@amaz0n-help.com,Amazon Security,Urgent: Verify your account,We detected unusual activity on your account. Please review your security details using the account verification page. Your access may be limited if verification is not completed today.,account verification request; authentication anomaly; lookalike domain; unexpected payment/account action,True,neutral,fail,pass,198.51.100.58,amaz0n-help.com,1200
EML-0129,1,bec,english,finance.director@vendor-payments.com,Finance Director,Gift cards for client meeting,Please purchase several gift cards for an upcoming client meeting and send the codes to me after purchase.,payment request; executive impersonation; gift-card request,False,neutral,pass,fail,198.51.100.90,vendor-payments.com,365
EML-0145,1,bec,hinglish,ceo.office@company-mailbox.com,Executive Office,Confidential request,Main meeting me hoon. Is request ko priority dein aur payment confirmation bhej dein. Verification ke liye known phone number use karein.,bank-detail change; urgency language,True,fail,pass,fail,198.51.100.129,company-mailbox.com,45
EML-0089,1,phishing,hinglish,support@paypa1-security.com,PayPal Security,Mailbox warning,Aapka mailbox storage limit ke paas hai. Official IT portal par storage status check karein. Kisi unknown link par login details enter na karein.,urgency language; suspicious sender identity; unexpected payment/account action,True,neutral,pass,fail,198.51.100.223,paypa1-security.com,365
EML-0125,1,bec,english,procurement@partner-invoice.net,Procurement,Gift cards for client meeting,Please purchase several gift cards for an upcoming client meeting and send the codes to me after purchase.,executive impersonation; out-of-band verification needed; bank-detail change,False,fail,pass,pass,198.51.100.98,partner-invoice.net,180
EML-0207,0,legitimate,english,billing@vendor.example,Vendor Billing,Password policy update,The organization's password policy has been updated. Please review the policy on the internal IT portal and contact the help desk with questions.,known organizational sender; expected meeting/HR communication,True,pass,pass,none,198.51.100.247,vendor.example,1200
EML-0187,0,legitimate,english,it@acme.example,ACME IT,Scheduled maintenance notice,The IT team will perform scheduled maintenance this weekend. Some internal services may be unavailable during the maintenance window.,standard policy reminder; no urgent financial action,True,pass,pass,none,198.51.100.54,acme.example,5000
EML-0092,1,phishing,english,verify@office365-check.com,Microsoft 365,Urgent: Verify your account,We detected unusual activity on your account. Please review your security details using the account verification page. Your access may be limited if verification is not completed today.,authentication anomaly; urgency language,True,pass,none,fail,198.51.100.232,office365-check.com,8
EML-0222,0,legitimate,english,noreply@service.example,Service Notifications,Meeting agenda,"Please find the agenda for tomorrow's team meeting. We will review project progress, open actions, and next week's priorities.",known organizational sender; no urgent financial action; normal internal workflow,True,pass,pass,pass,198.51.100.146,service.example,1200
EML-0005,1,phishing,hinglish,admin@uni-portal-verification.com,University Portal,Document review,Ek document aapke review ke liye available hai. Company ke normal document portal se login karke document open karein.,unexpected payment/account action; urgency language,False,fail,none,none,198.51.100.227,uni-portal-verification.com,1200
EML-0300,0,legitimate,english,it@acme.example,ACME IT,Scheduled maintenance notice,The IT team will perform scheduled maintenance this weekend. Some internal services may be unavailable during the maintenance window.,no urgent financial action; expected meeting/HR communication,True,neutral,none,pass,198.51.100.82,acme.example,5000
EML-0240,0,legitimate,english,it@acme.example,ACME IT,Scheduled maintenance notice,The IT team will perform scheduled maintenance this weekend. Some internal services may be unavailable during the maintenance window.,no urgent financial action; expected meeting/HR communication,True,pass,pass,pass,198.51.100.112,acme.example,2500
EML-0064,1,phishing,hinglish,accounts@bank-secure-alerts.com,Bank Security,Mailbox warning,Aapka mailbox storage limit ke paas hai. Official IT portal par storage status check karein. Kisi unknown link par login details enter na karein.,suspicious sender identity; lookalike domain; urgency language,False,pass,pass,pass,198.51.100.185,bank-secure-alerts.com,90
EML-0135,1,bec,english,ceo.office@company-mailbox.com,Executive Office,Gift cards for client meeting,Please purchase several gift cards for an upcoming client meeting and send the codes to me after purchase.,out-of-band verification needed; payment request; executive impersonation; bank-detail change,False,fail,fail,none,198.51.100.134,company-mailbox.com,180
EML-0165,1,bec,english,finance.director@vendor-payments.com,Finance Director,Bank details changed,Our banking details have changed for this invoice. Please update the beneficiary information before releasing the payment.,executive impersonation; out-of-band verification needed; urgency language; payment request,False,neutral,fail,none,198.51.100.106,vendor-payments.com,1200
EML-0052,1,phishing,hinglish,verify@office365-check.com,Microsoft 365,Document review,Ek document aapke review ke liye available hai. Company ke normal document portal se login karke document open karein.,authentication anomaly; urgency language; unexpected payment/account action; account verification request,True,fail,fail,fail,198.51.100.219,office365-check.com,1200
EML-0108,1,bec,english,ceo.office@company-mailbox.com,Executive Office,Urgent confidential request,I am in a meeting and need this handled immediately. Please arrange the requested payment and send the confirmation once completed.,payment request; out-of-band verification needed; gift-card request,True,neutral,pass,none,198.51.100.56,company-mailbox.com,1200
EML-0253,0,legitimate,english,it@acme.example,ACME IT,Password policy update,The organization's password policy has been updated. Please review the policy on the internal IT portal and contact the help desk with questions.,normal internal workflow; standard policy reminder; expected meeting/HR communication,False,pass,pass,none,198.51.100.110,acme.example,5000
EML-0099,1,phishing,hinglish,security@amaz0n-help.com,Amazon Security,Account verify karna zaroori hai,Aapke account me unusual activity detect hui hai. Kripya official account portal se security details review karein. Agar aapne activity nahi ki hai to IT help desk se contact karein.,urgency language; lookalike domain; unexpected payment/account action; authentication anomaly,False,fail,none,pass,198.51.100.24,amaz0n-help.com,45
EML-0248,0,legitimate,english,noreply@service.example,Service Notifications,Library due date reminder,This is a reminder that the items on your library account are due next week. You can renew eligible items through the normal library portal.,expected meeting/HR communication; routine notification; standard policy reminder,True,neutral,none,pass,198.51.100.43,service.example,700
EML-0023,1,phishing,english,support@paypa1-security.com,PayPal Security,Refund notification,Your refund is ready for processing. Confirm the requested account information so the refund can be completed.,authentication anomaly; suspicious sender identity,True,pass,pass,pass,198.51.100.105,paypa1-security.com,90
EML-0250,0,legitimate,english,billing@vendor.example,Vendor Billing,Invoice received,We have received your invoice and it has been added to our normal payment workflow. Our accounts team will contact you if additional information is required.,standard policy reminder; expected meeting/HR communication; normal internal workflow,True,pass,pass,pass,198.51.100.76,vendor.example,5000
EML-0123,1,bec,hinglish,director.accounts@business-support.org,Director Accounts,Confidential request,Main meeting me hoon. Is request ko priority dein aur payment confirmation bhej dein. Verification ke liye known phone number use karein.,gift-card request; bank-detail change; out-of-band verification needed,True,pass,none,pass,198.51.100.89,business-support.org,90
EML-0141,1,bec,hinglish,finance.director@vendor-payments.com,Finance Director,Confidential request,Main meeting me hoon. Is request ko priority dein aur payment confirmation bhej dein. Verification ke liye known phone number use karein.,bank-detail change; payment request; gift-card request; executive impersonation,False,neutral,pass,none,198.51.100.113,vendor-payments.com,8
EML-0106,1,bec,english,director.accounts@business-support.org,Director Accounts,Invoice approval needed today,Please prioritize this invoice and confirm once the payment has been scheduled. I will be unavailable for most of the day.,executive impersonation; urgency language; payment request,True,fail,pass,fail,198.51.100.26,business-support.org,365
EML-0210,0,legitimate,english,it@acme.example,ACME IT,Library due date reminder,This is a reminder that the items on your library account are due next week. You can renew eligible items through the normal library portal.,routine notification; expected meeting/HR communication; known organizational sender,False,pass,pass,pass,198.51.100.18,acme.example,700
EML-0272,0,legitimate,english,library@university.example,University Library,Library due date reminder,This is a reminder that the items on your library account are due next week. You can renew eligible items through the normal library portal.,standard policy reminder; normal internal workflow; known organizational sender,True,neutral,pass,pass,198.51.100.26,university.example,5000
EML-0229,0,legitimate,english,hr@acme.example,ACME HR,Monthly HR newsletter,"The monthly HR newsletter is available. It includes upcoming holidays, benefits reminders, and links to the internal employee portal.",known organizational sender,True,pass,none,pass,198.51.100.15,acme.example,700
EML-0063,1,phishing,english,alerts@micr0soft-login.com,Microsoft Account Team,Document shared with you,A protected document is waiting for review. Sign in to view the document and confirm your identity.,suspicious sender identity; authentication anomaly; unexpected payment/account action,True,pass,fail,fail,198.51.100.47,micr0soft-login.com,90
EML-0196,0,legitimate,hinglish,library@university.example,University Library,Salary update notice,Salary processing schedule ke baare me HR ka monthly update available hai. Details internal HR portal par check karein.,expected meeting/HR communication,True,neutral,pass,none,198.51.100.48,university.example,700
EML-0159,1,bec,english,ceo.office@company-mailbox.com,Executive Office,Vendor payment update,Please use the updated payment instructions in the attached request for the outstanding invoice. This is time-sensitive.,gift-card request; bank-detail change,True,pass,pass,pass,198.51.100.200,company-mailbox.com,365
EML-0282,0,legitimate,english,it@acme.example,ACME IT,Monthly HR newsletter,"The monthly HR newsletter is available. It includes upcoming holidays, benefits reminders, and links to the internal employee portal.",expected meeting/HR communication; standard policy reminder,True,neutral,pass,pass,198.51.100.240,acme.example,2500
EML-0009,1,phishing,english,accounts@bank-secure-alerts.com,Bank Security,Document shared with you,A protected document is waiting for review. Sign in to view the document and confirm your identity.,account verification request; suspicious sender identity,False,fail,pass,none,198.51.100.128,bank-secure-alerts.com,90
EML-0298,0,legitimate,english,library@university.example,University Library,Scheduled maintenance notice,The IT team will perform scheduled maintenance this weekend. Some internal services may be unavailable during the maintenance window.,routine notification,True,neutral,pass,none,198.51.100.230,university.example,2500
EML-0115,1,bec,english,finance.director@vendor-payments.com,Finance Director,Bank details changed,Our banking details have changed for this invoice. Please update the beneficiary information before releasing the payment.,bank-detail change; payment request; out-of-band verification needed,True,fail,fail,fail,198.51.100.187,vendor-payments.com,8
EML-0072,1,phishing,english,admin@uni-portal-verification.com,University Portal,Refund notification,Your refund is ready for processing. Confirm the requested account information so the refund can be completed.,account verification request; suspicious sender identity; unexpected payment/account action; authentication anomaly,True,fail,none,fail,198.51.100.79,uni-portal-verification.com,180
EML-0071,1,phishing,english,admin@uni-portal-verification.com,University Portal,Urgent: Verify your account,We detected unusual activity on your account. Please review your security details using the account verification page. Your access may be limited if verification is not completed today.,authentication anomaly; urgency language; account verification request; suspicious sender identity,False,fail,pass,pass,198.51.100.31,uni-portal-verification.com,180
EML-0048,1,phishing,hinglish,verify@office365-check.com,Microsoft 365,Urgent payment request,Ye payment request urgent hai. Kripya invoice details ko approved vendor record se verify karke hi payment process karein.,suspicious sender identity; authentication anomaly; lookalike domain; account verification request,False,neutral,none,fail,198.51.100.213,office365-check.com,180
EML-0293,0,legitimate,english,library@university.example,University Library,Invoice received,We have received your invoice and it has been added to our normal payment workflow. Our accounts team will contact you if additional information is required.,routine notification; standard policy reminder,True,pass,none,none,198.51.100.231,university.example,700
EML-0091,1,phishing,english,security@amaz0n-help.com,Amazon Security,Your mailbox will be suspended,Your mailbox has exceeded the current security threshold. Confirm your sign-in details to prevent interruption of service.,unexpected payment/account action; suspicious sender identity; urgency language; lookalike domain,True,pass,none,none,198.51.100.236,amaz0n-help.com,45
EML-0045,1,phishing,hinglish,security@amaz0n-help.com,Amazon Security,Urgent payment request,Ye payment request urgent hai. Kripya invoice details ko approved vendor record se verify karke hi payment process karein.,account verification request; authentication anomaly; suspicious sender identity,True,pass,pass,fail,198.51.100.157,amaz0n-help.com,1200
EML-0110,1,bec,hinglish,procurement@partner-invoice.net,Procurement,Payment jaldi process karein,Ye invoice urgent hai. Payment release karne se pehle approved vendor record aur bank details independently verify karein.,gift-card request; urgency language,True,pass,fail,pass,198.51.100.33,partner-invoice.net,365
EML-0175,1,bec,hinglish,director.accounts@business-support.org,Director Accounts,Payment jaldi process karein,Ye invoice urgent hai. Payment release karne se pehle approved vendor record aur bank details independently verify karein.,bank-detail change; out-of-band verification needed; urgency language; payment request,True,pass,fail,none,198.51.100.118,business-support.org,21
EML-0098,1,phishing,english,alerts@micr0soft-login.com,Microsoft Account Team,Your mailbox will be suspended,Your mailbox has exceeded the current security threshold. Confirm your sign-in details to prevent interruption of service.,lookalike domain; account verification request; suspicious sender identity; authentication anomaly,True,neutral,none,none,198.51.100.175,micr0soft-login.com,1200
EML-0008,1,phishing,hinglish,alerts@micr0soft-login.com,Microsoft Account Team,Urgent payment request,Ye payment request urgent hai. Kripya invoice details ko approved vendor record se verify karke hi payment process karein.,unexpected payment/account action; lookalike domain; account verification request,False,fail,pass,pass,198.51.100.211,micr0soft-login.com,8
EML-0259,0,legitimate,english,noreply@service.example,Service Notifications,Scheduled maintenance notice,The IT team will perform scheduled maintenance this weekend. Some internal services may be unavailable during the maintenance window.,known organizational sender; standard policy reminder,True,neutral,pass,pass,198.51.100.48,service.example,5000
EML-0102,1,bec,english,procurement@partner-invoice.net,Procurement,Bank details changed,Our banking details have changed for this invoice. Please update the beneficiary information before releasing the payment.,bank-detail change; executive impersonation,True,neutral,pass,fail,198.51.100.95,partner-invoice.net,365
EML-0186,0,legitimate,english,it@acme.example,ACME IT,Library due date reminder,This is a reminder that the items on your library account are due next week. You can renew eligible items through the normal library portal.,standard policy reminder; no urgent financial action,False,pass,none,none,198.51.100.175,acme.example,2500
EML-0244,0,legitimate,hinglish,library@university.example,University Library,Meeting reminder,Kal ki meeting ka agenda internal calendar me available hai. Agar koi update ho to meeting se pehle add kar dein.,expected meeting/HR communication; known organizational sender,False,pass,pass,pass,198.51.100.72,university.example,5000
EML-0274,0,legitimate,english,hr@acme.example,ACME HR,Library due date reminder,This is a reminder that the items on your library account are due next week. You can renew eligible items through the normal library portal.,no urgent financial action; expected meeting/HR communication; routine notification,True,neutral,none,pass,198.51.100.14,acme.example,5000
EML-0147,1,bec,hinglish,director.accounts@business-support.org,Director Accounts,Confidential request,Main meeting me hoon. Is request ko priority dein aur payment confirmation bhej dein. Verification ke liye known phone number use karein.,payment request; bank-detail change; gift-card request; urgency language,True,pass,pass,fail,198.51.100.56,business-support.org,1200
EML-0044,1,phishing,english,admin@uni-portal-verification.com,University Portal,Action required: payment information,A recent payment needs confirmation. Review the transaction and confirm your account details as soon as possible.,authentication anomaly; account verification request; urgency language,True,neutral,none,none,198.51.100.159,uni-portal-verification.com,45
EML-0013,1,phishing,english,support@paypa1-security.com,PayPal Security,Your mailbox will be suspended,Your mailbox has exceeded the current security threshold. Confirm your sign-in details to prevent interruption of service.,unexpected payment/account action; account verification request; authentication anomaly,True,neutral,none,fail,198.51.100.249,paypa1-security.com,180
EML-0119,1,bec,english,procurement@partner-invoice.net,Procurement,Gift cards for client meeting,Please purchase several gift cards for an upcoming client meeting and send the codes to me after purchase.,urgency language; gift-card request,True,fail,none,none,198.51.100.158,partner-invoice.net,365
